대피장소명,세부위치명,수용인원,도로명주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
신둔초등학교,체육관,935,경기도 이천시 신둔면 경충대로3150번길 82-3(수광리),37.31036,127.403644,2023,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2024-08-23
효양중학교,강당,852,경기 이천시 부발읍 효양로 231 (산촌리),37.26580417,127.4821747,2024,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2024-08-23
신하초등학교,체육관,1055,경기도 이천시 부발읍 경충대로2250번길 12(신하리),37.261315,127.478897,2023,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2024-08-23
이천사동중학교,강당,696,경기도 이천시 대월면 경충대로2050번길 68-13(사동리),37.248072,127.496475,2023,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2024-08-23
아미초등학교,체육관,546,경기도 이천시 부발읍 신아로92번길 32(아미리),37.25818,127.491077,2023,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2024-08-23
청강문화산업대학교,체육관 강당,5318,경기도 이천시 마장면 청강가창로 389-94(해월리),37.206448,127.35654,2023,화학사고,031-644-2358,경기도 이천시 환경수자원국 환경보호과,2024-08-23
양대초등학교,강당,875,충청남도 천안시 서북구 입장면 성진로 858(하장리),36.91495738,127.2263702,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
양당초등학교,강당,652,충청남도 천안시 서북구 직산읍 양당1길 9-12(양당리),36.87895282,127.1140055,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
삼은초등학교,강당,923,충청남도 천안시 서북구 직산읍 삼은2길 11(삼은리),36.87800388,127.1481491,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
천안인애학교,강당,760,충청남도 천안시 성거읍 봉주로 229(소우리),36.87931021,127.1718026,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
성거초등학교,강당,207,충청남도 천안시 서북구 성거읍 소댕이3길 606-21(송남리),36.87185249,127.1997243,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
천안업성고등학교,강당,900,충청남도 천안시 서북구 업성3길 65-11(업성동),36.86199883,127.1373113,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
천안두정고등학교,강당,1080,충청남도 천안시 서북구 두정고2길 13(두정동),36.83526697,127.1303529,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
환서초등학교,강당,927,충청남도 천안시 서북구 한들2로 34-41(백석동),36.82815727,127.1224572,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
천안월봉초등학교,강당,848,충청남도 천안시 서북구 월봉4로 120-8(쌍용동),36.79649694,127.1153133,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
천안새샘초등학교,강당,1062,충청남도 천안시 동남구 통정9로 58(신방동),36.77089264,127.1308304,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
용정초등학교,강당,558,충청남도 천안시 동남구 풍세면 용정길 8-7(용정리),36.74496218,127.101393,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
미죽초등학교,강당,175,충청남도 천안시 동남구 풍세면 미죽2길 7(미죽리),36.73787026,127.1510242,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
풍세초등학교,강당,940,충청남도 천안시 동남구 풍세면 풍세2길 5(풍서리),36.72605013,127.1179597,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
신흥초등학교,강당,889,충청남도 천안시 동남구 목천읍 신계5길 27(신계리),36.773799,127.2166344,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
신사초등학교,강당,788,충청남도 천안시 동남구 성남면 신사대화로 155(신사리),36.74274943,127.2371469,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
천남중학교,강당,971,충청남도 천안시 동남구 성남면 신사대화로 403(대화리),36.73148563,127.259827,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
한마음고등학교,강당,222,충청남도 천안시 동남구 동면 장송1길 47-24(장송리),36.77836876,127.3793511,2021,화학사고,041-521-5437,충청남도 천안시 농업환경국 환경정책과,2024-08-26
중구청,대회의실,320,부산광역시 중구 중구로 120 (대청동1가),35.10615166,129.032317,2021,화학사고,051-600-4382,부산광역시 중구 경제복지국 환경위생과,2021-09-15
신안군민체육관,체육관,2545,전라남도 신안군 압해읍 복룡로 120 (학교리),34.87483,126.31251,2021,화학사고,061-240-8154,전라남도 신안군 행정복지국 세계유산과,2021-09-30
운봉초등학교,강당,739,부산광역시 해운대구 신반송로 11-20 (반송동),35.228716,129.1595074,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2021-09-28
반송초등학교,강당,1278,부산광역시 해운대구 아랫반송로 30번길 37-16 (반송동),35.2233323,129.1474687,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2023-08-16
삼어초등학교,체육관,943,부산광역시 해운대구 삼어로91번길 73 (반여동),35.208683,129.1158635,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2021-09-28
반안초등학교,강당,494,부산광역시 해운대구 명장로67번길 40-42 (반여동),35.2029916,129.1133367,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2021-09-28
재송중학교,강당,824,부산광역시 해운대구 재반로165번길16 (재송동),35.1933144,129.1285224,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2023-08-14
해강중학교,강당,840,부산광역시 해운대구 해운대해변로 17 (우동),35.1640514,129.1357357,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2021-09-28
부산문화여자고등학교,강당,590,부산광역시 해운대구 해운대로 469번길 50 (우동),35.1659693,129.1436218,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2021-09-28
해림초등학교,강당,395,부산광역시 해운대구 해운대로469번길 42 (우동),35.1651204,129.1437855,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2023-08-14
해운대여자중학교,강당,433,부산광역시 해운대구 우동1로 85번길 25 (우동),35.1680739,129.1536184,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2021-09-28
신곡중학교,강당,870,부산광역시 해운대구 좌동 순환로 316 (좌동),35.16783846,129.181713,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2021-09-28
해송초등학교,체육관,196,부산광역시 해운대구 좌동순환로 402번길 32 (좌동),35.1644989,129.1794615,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2021-09-28
동백초등학교,강당,900,부산광역시 해운대구 좌동 순환로 357번길 6 (중동),35.163517,129.180459,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2023-08-16
송정초등학교,강당,829,부산광역시 해운대구 해운대로 1164-9(송정동),35.1894971,129.2047799,2021,화학사고,051-749-4395,부산광역시 해운대구 관광경제국 환경위생과,2023-08-16
송안초등학교,체육관,910,경기도 군포시 송부로 73번길 7 (도마교동),37.31769,126.921624,2021,화학사고,031-390-0732,경기도 군포시 안전환경국 환경과,2024-01-18
송부동행정복지센터,관공서,3631,경기도 군포시 송부로74번길 3-32 (도마교동),37.316246,126.923649,2021,화학사고,031-390-0732,경기도 군포시 안전환경국 환경과,2024-01-18
군포중앙고등학교,강당,968,경기도 군포시 송부로 239 (부곡동),37.323768,126.937139,2021,화학사고,031-390-0732,경기도 군포시 안전환경국 환경과,2021-11-01
부곡중앙중학교,강당,966,경기도 군포시 송부로 241 (부곡동),37.323436,126.938808,2021,화학사고,031-390-0732,경기도 군포시 안전환경국 환경과,2021-11-01
군포국민체육센터,체육관,802,경기도 군포시 군포로 339 (부곡동),37.338733,126.936563,2021,화학사고,031-390-0732,경기도 군포시 안전환경국 환경과,2024-01-18
시민체육광장,체육관,5926,경기도 군포시 산본로 267 (금정동),37.353959,126.936721,2021,화학사고,031-390-0732,경기도 군포시 안전환경국 환경과,2021-11-01
정선초등학교,체육관,5560,강원특별자치도 정선군 정선읍 비봉로 15 (봉양리),37.3818207,128.6594509,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
고한고등학교,체육관,2301,강원특별자치도 정선군 고한읍 고한9길 160 (고한리),37.2065625,128.8522398,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
사북중고등학교,체육관,139,강원특별자치도 정선군 사북읍 소금강로 3640 (사북리),37.2282752,128.8277895,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
예미초등학교,체육관,604,강원특별자치도 정선군 신동읍 의림로 327 (예미리),37.2211519,128.6455797,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
증산초등학교,체육관,4635,강원특별자치도 정선군 남면 민둥산로 12 (무릉리),37.2543923,128.7810785,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
여량초등학교,체육관,3573,강원특별자치도 정선군 여량면 서동로 2950 (여량리),37.4722005,128.7279684,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
북평초등학교,체육관,973,강원특별자치도 정선군 북평면 서동로 2170 (북평리),37.4547205,128.6740996,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
임계중고등학교,체육관,2987,강원특별자치도 정선군 임계면 백두대간로 1313 (봉산리),37.4923364,128.8452686,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
화동초등학교,체육관,2038,강원특별자치도 정선군 화암면 그림바위길 66-20 (화암리),37.3388675,128.7874706,2024,화학사고,033-560-2354,강원특별자치도 정선군 시설국 환경과,2023-12-14
남악주민다목적생활체육관,남악주민다목적생활체육관,2037,전라남도 무안군 삼향읍 남악로 327 (남악리),34.80593,126.475525,2021,화학사고,061-450-5569,전라남도 무안군 환경과,2024-08-19
화도체육문화센터,체육관,3744,경기도 남양주시 화도읍 수레로 1259 (창현리),37.64982218,127.301026,2021,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
진접체육문화센터,체육관,1066,경기도 남양주시 진접읍 금강로 1509-24 (장현리),37.72717736,127.18965,2021,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
부안읍사무소,대회의실(2층),300,전북특별자치도 부안군 부안읍 석정로 182(동중리),35.7295,126.736691,2023,화학사고,063-580-4421,전북특별자치도 부안군 산업건설국 환경과,2022-12-05
스포츠파크 실내체육관,강당,1400,전북특별자치도 부안군 행안면 체육공원길 32(진동리),35.702478,126.721121,2023,화학사고,063-580-4421,전북특별자치도 부안군 산업건설국 환경과,2022-12-05
별내수영장 실내 체육관,체육관,803,경기도 남양주시 별내면 청학로8번길 39 (광전리),37.703541,127.1275,2021,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
청소년수련원,강당,155,전북특별자치도 부안군 변산면 참뽕로 434-26(마포리),35.632189,126.513295,2023,화학사고,063-580-4421,전북특별자치도 부안군 산업건설국 환경과,2022-12-05
도농고등학교 실내체육관,체육관,543,경기도 남양주시 다산순환로 1 (다산동),37.611426,127.150846,2021,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
진접고등학교 실내체육관,학교,958,경기 남양주시 진접읍 해밀예당2로 13 (금곡리),37.71584566,127.1901958,2024,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
오남체육문화센터,체육관,1012,경기 남양주시 오남읍 진건오남로577번길 11 (오남리),37.68486937,127.2098431,2024,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
퇴계원고등학교 실내체육관,체육관,1040,경기 남양주시 퇴계원읍 퇴계원로 149 (퇴계원리),37.66040102,127.1448443,2024,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
진건중학교 실내체육관,체육관,2181,경기 남양주시 진건읍 진건오남로 39 (사능리),37.65428897,127.1783051,2024,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
호평체육문화센터,체육관,1486,경기 남양주시 늘을2로 67 (호평동),37.65887795,127.2422797,2024,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
와부체육문화센터,체육관,1386,경기 남양주시 와부읍 월문천로 51 (덕소리),37.58580813,127.2180195,2024,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
남양주체육문화센터,체육관,2038,경기 남양주시 다산지금로 91 (이패동),37.60592658,127.1777904,2024,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
금곡실내체육관,체육관,1528,경기 남양주시 경춘로990번길 37 (금곡동),37.63291148,127.2146386,2024,화학사고,031-590-4767,경기도 남양주시 환경국 기후에너지과,2024-08-26
동양중학교,체육관 교실,876,부산광역시 부산진구 백양산로 96 (부암동),35.1773761,129.0317144,2021,화학사고,051-605-4392,부산광역시 부산진구 문화광광국 환경위생과,2023-08-17
개성고등학교,체육관,4551,부산광역시 부산진구 당감서로 137 (당감동),35.1695439,129.0305506,2021,화학사고,051-605-4392,부산광역시 부산진구 문화광광국 환경위생과,2023-08-17
성서초등학교,누리터,208,부산광역시 부산진구 중앙번영로 25 (범천동),35.1452422,129.0618935,2021,화학사고,051-605-4392,부산광역시 부산진구 문화광광국 환경위생과,2023-08-17
양정고등학교,다목적강당,895,부산광역시 부산진구 양정로 46 (양정동),35.1694086,129.0741399,2021,화학사고,051-605-4392,부산광역시 부산진구 문화광광국 환경위생과,2023-08-17
가평체육관,체육관,3895,경기도 가평군 가평읍 문화로 131 (대곡리),37.82543108,127.5061252,2021,화학사고,031-8078-8085,경기도 가평군시설관리공단 생활체육팀,2024-08-26
동의대학교,효민체육관,2930,부산광역시 부산진구 엄광로 176 (가야동),35.1422948,129.0347941,2021,화학사고,051-605-4392,부산광역시 부산진구 문화광광국 환경위생과,2023-08-17
동평여자중학교,강당,964,부산광역시 부산진구 백양순환로119번길 12-39 (부암동),35.1704018,129.0430099,2021,화학사고,051-605-4392,부산광역시 부산진구 문화광광국 환경위생과,2023-08-17
개성중학교,강당,1172,부산광역시 부산진구 엄광로 176-12 (가야동),35.1469443,129.0328775,2021,화학사고,051-605-4392,부산광역시 부산진구 문화광광국 환경위생과,2023-08-17
원주의료고등학교,체육관,887,강원특별자치도 원주시 문막읍 원문로 1756 (건등리),37.314,127.82252,2021,화학사고,033-737-3042,강원특별자치도 원주시 환경국 기후에너지과,2024-08-22
북원여자고등학교,체육관,1590,강원특별자치도 원주시 원문로137번길 32 (단계동),37.355008,127.930863,2021,화학사고,033-737-3042,강원특별자치도 원주시 환경국 기후에너지과,2024-08-22
북원중학교,체육관,1006,강원특별자치도 원주시 북원중길 48 (태장동),37.38665,127.95292,2021,화학사고,033-737-3042,강원특별자치도 원주시 환경국 기후에너지과,2024-08-22
우산초등학교,체육관,998,강원특별자치도 원주시 우산초교길 84 (우산동),37.369486,127.932718,2021,화학사고,033-737-3042,강원특별자치도 원주시 환경국 기후에너지과,2024-08-22
단계초등학교,체육관,1825,강원특별자치도 원주시 북원로 2387 (단계동),37.358338,127.936024,2021,화학사고,033-737-3042,강원특별자치도 원주시 환경국 기후에너지과,2024-08-22
문막초등학교,체육관,1360,강원특별자치도 원주시 문막읍 건등로 28-11 (건등리),37.31288,127.820611,2021,화학사고,033-737-3042,강원특별자치도 원주시 환경국 기후에너지과,2024-08-22
태봉초등학교,체육관,450,강원특별자치도 원주시 흥양로51번길 113 (태장동),37.38596,127.95658,2021,화학사고,033-737-3042,강원특별자치도 원주시 환경국 기후에너지과,2024-08-22
서울잠동초등학교,교실 체육관,6254,서울특별시 송파구 올림픽로35길 122(신천동),37.517582,127.10016,2022,화학사고,02-2147-3272,서울특별시 송파구 교통환경국 맑은환경과,2024-08-26
서울신천초등학교,교실,603,서울특별시 송파구 올림픽로 215,37.513788,127.095238,2022,화학사고,02-2147-3272,서울특별시 송파구 교통환경국 맑은환경과,2024-08-26
방이중학교,교실,2200,서울특별시 송파구 오금로11길64 (방이동),37.514899,127.113194,2022,화학사고,02-2147-3272,서울특별시 송파구 교통환경국 맑은환경과,2024-08-26
사당종합체육관,다목적체육관,2647,서울특별시 동작구 사당로27길 232 (사당동),37.492585,126.969917,2021,화학사고,02-820-1371,서울특별시 동작구 안전환경국 환경과,2024-08-26
동작구민체육센터,체육관,849,서울특별시 동작구 여의대방로16길53 (신대방동),37.494797,126.916716,2021,화학사고,02-820-1371,서울특별시 동작구 안전환경국 환경과,2024-08-26
세종고등학교,강당,411,세종특별자치시 조치원읍 조치원중고길 10 (서창리),36.6113263,127.298987,2024,화학사고,044-320-6600,세종특별자치시교육청 세종고등학교,2024-08-26
신봉초등학교,강당,262,세종특별자치시 조치원읍 서북부로 10 (침산리),36.60380406,127.288411,2024,화학사고,044-902-1400,세종특별자치시교육청 조치원신봉초등학교,2024-08-26
세종중학교,강당,231,세종특별자치시 조치원읍 새내로 160 (교리),36.60705481,127.2977982,2024,화학사고,044-864-2071,세종특별자치시교육청 세종중학교,2024-08-26
연남초등학교,강당,191,세종특별자치시 연기면 연기길 2 (연기리),36.54388083,127.277847,2024,화학사고,044-863-4500,세종특별자치시교육청 연남초등학교,2024-08-26
감성초등학교,강당,228,세종특별자치시 금남면 감성길 6 (감성리),36.44327128,127.2898484,2024,화학사고,044-866-7058,세종특별자치시교육청 감성초등학교,2024-08-26
금남초등학교,강당,266,세종특별자치시 금남면 금남구즉로 62 (신촌리),36.47268833,127.2882886,2024,화학사고,044-866-9715,세종특별자치시교육청 금남초등학교,2024-08-26
장기중학교,강당,288,세종특별자치시 장군면 장척로 359 (하봉리),36.4938836,127.2017261,2024,화학사고,044-998-3145,세종특별자치시교육청 장기중학교,2024-08-26
연봉초등학교,강당,278,세종특별자치시 연서면 당산로 357-1 (봉암리),36.56474359,127.2824326,2024,화학사고,044-867-6004,세종특별자치시교육청 연봉초등학교,2024-08-26
쌍류초등학교,강당,325,세종특별자치시 연서면 벌말길 73 (쌍류리),36.59939943,127.2097395,2024,화학사고,044-863-0250,세종특별자치시교육청 쌍류초등학교,2024-08-26
전의중학교,강당,376,세종특별자치시 전의면 운주산로 1260-6 (읍내리),36.68165619,127.1975871,2024,화학사고,044-863-3201,세종특별자치시교육청 전의중학교,2024-08-26
소정초등학교,강당,185,세종특별자치시 소정면 학교말길 10 (소정리),36.72060123,127.1583666,2024,화학사고,044-566-6064,세종특별자치시교육청 소정초등학교,2024-08-26
양지초등학교,강당,238,세종특별자치시 보듬8로 11 (도담동),36.51849875,127.2603104,2024,화학사고,044-867-9053,세종특별자치시교육청 양지초등학교,2024-08-26
양지중학교,강당,337,세종특별자치시 갈매로 512 (도담동),36.50872717,127.2684887,2024,화학사고,044-903-3000,세종특별자치시교육청 양지중학교,2024-08-26
연세초등학교,강당,172,세종특별자치시 다솜로 291 (어진동),36.50573314,127.2713692,2024,화학사고,044-860-6501,세종특별자치시교육청 연세초등학교,2024-08-26
글벗초등학교,강당,246,세종특별자치시 소담로 121 (소담동),36.48747638,127.2978096,2024,화학사고,044-999-5300,세종특별자치시교육청 글벗초등학교,2024-08-26
금호중학교,강당,232,세종특별자치시 대평로 27 (대평동),36.47045973,127.2801668,2024,화학사고,044-850-0400,세종특별자치시교육청 금호중학교,2024-08-26
전의면 복힙커뮤니티센터,체육관,223,세종특별자치시 전의면 운주산로 1276 (읍내리),36.68109424,127.195188,2024,화학사고,044-301-5810,세종특별자치시 전의면,2024-08-26
어진동 복합커뮤니티센터,체육관,740,세종특별자치시 다솜1로 31 (어진동),36.50190868,127.2565287,2024,화학사고,044-301-7510,세종특별자치시 어진동,2024-08-26
소담동 복합커뮤니티센터,체육관,405,세종특별자치시 한누리대로 2023 (소담동),36.48407359,127.3003683,2024,화학사고,044-301-7010,세종특별자치시 소담동,2024-08-26
여울초등학교,강당,309,세종특별자치시 보람1길 9 (보람동),36.47624514,127.2845983,2024,화학사고,044-999-6100,세종특별자치시교육청 여울초등학교,2024-08-26
보람동 복합커뮤니티센터,체육관,375,세종특별자치시 호려울로 42 (보람동),36.47874677,127.2904649,2024,화학사고,044-301-6710,세종특별자치시 보람동,2024-08-26
대평동 복합커뮤니티센터,체육관,665,세종특별자치시 대평1길 10 (대평동),36.47097935,127.279315,2024,화학사고,044-301-6900,세종특별자치시 대평동,2024-08-26
과천시민회관,실내체육관,1453,경기도 과천시 통영로 5 (중앙동),37.42799197,126.9896299,2021,화학사고,02-3677-2108,경기도 과천시 경제복지국 기후환경과,2021-10-20
과천청소년수련관,2층실내체육관,1036,경기도 과천시 참마을로 9 (문원동),37.42644227,127.0009103,2024,화학사고,02-3677-2108,경기도 과천시 경제복지국 기후환경과,2024-05-21
대창초등학교,강당,722,충청남도 보령시 웅천읍 방축길 90-43(대창리),36.231833,126.605957,2021,화학사고,041-930-3677,충청남도 보령시 행정지원국 환경보호과,2021-11-19
대천여자고등학교,체육관 강당,1194,충청남도 보령시 중앙로 264(대천동),36.360644,126.584174,2021,화학사고,041-930-3677,충청남도 보령시 행정지원국 환경보호과,2021-11-19
대천여자중학교,체육관 C동교실,1653,충청남도 보령시 옥갓티1길 31(대천동),36.354806,126.593392,2021,화학사고,041-930-3677,충청남도 보령시 행정지원국 환경보호과,2021-11-19
송학초등학교,강당,386,충청남도 보령시 주교면 토정로 796-52(송학리),36.380039,126.526909,2021,화학사고,041-930-3677,충청남도 보령시 행정지원국 환경보호과,2021-11-19
오포2리마을회관,전체시설,136,충청남도 보령시 오천면 오천중앙로 525(오포리),36.40612,126.522071,2021,화학사고,041-930-3677,충청남도 보령시 행정지원국 환경보호과,2021-11-19
오포3리마을회관,전체시설,118,충청남도 보령시 오천면 지픈골길 36(오포리),36.397517,126.504341,2021,화학사고,041-930-3677,충청남도 보령시 행정지원국 환경보호과,2021-11-19
웅천중고등학교,기숙사 강당,2223,충청남도 보령시 웅천읍 방축길 87(대창리),36.234436,126.60456,2021,화학사고,041-930-3677,충청남도 보령시 행정지원국 환경보호과,2021-11-19
청룡초등학교,체육관,663,충청남도 보령시 대해로 646(신흑동),36.319616,126.538417,2021,화학사고,041-930-3677,충청남도 보령시 행정지원국 환경보호과,2021-11-19
한내초등학교,강당,1042,충청남도 보령시 보령남로 39(명천동),36.342078,126.601288,2021,화학사고,041-930-3677,충청남도 보령시 행정지원국 환경보호과,2021-11-19
금산종합체육관,체육관,2000,충남 금산군 금산읍 사직로 20 (상옥리),36.10138659,127.4789591,2023,화학사고,041-750-2513,충청남도 금산군 경제산업국 환경위생과,2024-08-27
아산스마트팩토리마이스터고등학교,강당,946,충청남도 아산시 둔포면 둔포중앙로133번길 42(둔포리),36.9289069,127.0432714,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
군북면체육센터,체육관,338,충남 금산군 군북면 산꽃로 26-3 (두두리),36.16878885,127.5294709,2023,화학사고,041-750-2513,충청남도 금산군 경제산업국 환경위생과,2024-08-27
염작초등학교,강당,663,충청남도 아산시 둔포면 아산밸리중앙로 33(석곡리),36.9244528,127.0519582,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
온양신정초등학교,강당,952,충청남도 아산시 온천대로1333번길 29(실옥동),36.78809779,126.9865923,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
온양천도초등학교,체육관,581,충청남도 아산시 실옥로 45(실옥동),36.7871022,126.9919648,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
인주초등학교,강당,724,충청남도 아산시 인주면 서해로 486(신성리),36.8761265,126.8956444,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
탕정초등학교,체육관,835,충청남도 아산시 탕정면 탕정면로 105(갈산리),36.8017665,127.0662363,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
탕정미래초등학교,체육관,928,충청남도 아산시 탕정면 탕정면로 54-15(갈산리),36.7978005,127.0638304,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
선부체육관,체육관,5740,경기도 안산시 단원구 선부로 96 (선부동),37.34155467,126.8034594,2024,화학사고,031-481-2243,경기도 안산시 환경교통국 환경정책과,2024-02-27
충남삼성고등학교,체육관,2756,충청남도 아산시 삼성로 77(명암리),36.8057117,127.0579964,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
동덕초등학교,체육관,724,충청남도 아산시 탕정면 탕정면로 381(동산리),36.8209664,127.0842959,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
충남외국어고등학교,강당,837,충청남도 아산시 탕정면 탕정면로 53-60(명암리),36.8038785,127.0620755,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
탕정중학교,체육관,801,충청남도 아산시 탕정면 탕정면로 53-40(명암리),36.8023161,127.0639324,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
월랑초등학교,체육관,1136,충청남도 아산시 음봉로 515-50(월랑리),36.845796,127.068837,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
음봉초등학교,체육관,1043,충청남도 아산시 음봉면 아산온천로 517,36.8492644,127.0113885,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
음봉중학교,체육관,534,충청남도 아산시 음봉면 음봉로 505(동암리),36.8430914,127.0671244,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
명암교회,교회,218,충청남도 아산시 탕정면 명암길2번길 49(명암리),36.826465,127.0590984,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
탕정면행정복지센터,강당,393,충청남도 아산시 탕정면 탕정면로 36(명암리),36.798518,127.0610988,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
영인면행정복지센터,회의실,181,충청남도 아산시 영인면 영인로 78(아산리),36.8565663,126.9548211,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
영인초등학교,체육관,752,충청남도 아산시 영인면 여민루길 20(아산리),36.8540375,126.9531511,2021,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2023-08-16
인주중학교,강당,568,충남 아산시 인주면 영인산로 85 (밀두리),36.86656277,126.8938856,2024,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2024-08-27
아산남성초등학교,강당,779,충남 아산시 신창면 남성길 152-64 (남성리),36.7872406,126.9566272,2024,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2024-08-27
신화초등학교,체육관,652,충남 아산시 영인면 고룡산로 636 (신화리),36.88605233,126.9684063,2024,화학사고,041-540-2440,충청남도 아산시 환경녹지국 환경보전과,2024-08-27
초지동 행정복지센터,행정기관,1231,경기도 안산시 단원구 초지동로 67 (초지동),37.30987693,126.8176232,2024,화학사고,031-481-2243,경기도 안산시 환경교통국 환경정책과,2024-02-27
가남행복나눔센터,본관,301,경기 여주시 가남읍 설가로 899 (태평리),37.20184273,127.5428003,2024,화학사고,031-887-3835,경기도 여주시 가남읍,2024-08-14
